day,time,type,server,source_acc_id,source_char_id,target_acc_id,target_char_id,item_type,item_amount,item_price
1,20:58:34,1,ar,21935,91912,116383,52717,spell,2.68E-08,
1,4:10:13,1,bd,103987,120543,126193,254335,enchant_scroll,8.03E-08,
1,2:04:24,1,ay,104194,319432,19885,201043,armor,2.68E-07,
1,12:17:42,0,an,115339,364586,81235,272187,enchant_scroll,1.34E-07,0.253912924
1,21:32:55,1,bd,8894,145000,22880,298186,etc,2.68E-08,
1,13:13:56,1,az,88152,154759,81178,331964,weapon,2.68E-08,
1,0:17:20,0,aw,7589,342435,7546,347342,accessory,8.03E-08,9.058871821
1,4:35:02,1,au,129387,351932,67688,1889,armor,3.75E-07,
1,21:05:25,0,ac,533,372461,70331,161495,enchant_scroll,2.68E-08,0.071233913
1,2:12:30,1,bb,101293,318870,112763,124334,adena,0.771335753,
1,17:40:31,1,av,47998,283363,5773,291791,etc,8.03E-06,
1,20:36:30,1,ay,44663,229871,8198,151384,accessory,2.68E-08,
1,23:38:52,0,az,31601,341662,128026,264563,enchant_scroll,2.68E-08,0.028261897
1,19:17:20,0,ah,94944,113361,17224,33237,etc,2.68E-08,0.004168641
1,1:11:51,1,bd,356,378063,50210,146861,adena,0.001104885,
1,11:23:24,1,at,120966,42030,76722,204526,adena,0.040173737,
1,13:19:09,0,aw,11665,136732,58052,274171,etc,2.68E-07,0.073575372
1,13:05:51,0,ac,87857,49607,32382,318751,etc,1.61E-07,0.044339901
1,18:55:49,0,as,128450,156090,72609,172841,etc,3.14E-05,0.224791996
1,20:53:07,1,ad,126809,189459,126344,231680,etc,2.68E-08,
1,19:01:22,0,ai,101567,201726,24833,18407,enchant_scroll,2.68E-08,0.013286598
1,11:31:32,0,ak,36439,135226,91581,44524,etc,5.87E-06,0.032743687
1,3:56:30,0,ac,108004,387493,46735,330237,etc,5.36E-06,0.831970404
1,20:35:51,1,av,73177,87623,92793,189769,etc,1.02E-05,
1,11:45:16,1,av,74532,284003,2644,30590,weapon,2.68E-08,
1,23:07:19,0,ah,101988,264597,73952,380986,enchant_scroll,5.36E-08,0.007327803
1,18:04:23,1,bc,93045,83745,8894,36003,etc,8.89E-05,
1,15:34:10,0,ay,81240,24320,73077,53591,enchant_scroll,2.68E-08,0.007534636
1,13:59:14,0,ar,59264,87930,118362,395299,enchant_scroll,8.03E-08,0.005781136
1,20:12:52,1,ak,109488,10678,40439,230060,adena,0.048208485,
1,20:55:08,0,an,128857,146729,30355,10294,etc,2.68E-06,0.754398627
1,0:45:24,0,ae,124713,7754,4710,146797,enchant_scroll,2.68E-08,0.002532958
1,11:07:27,1,al,103408,262085,115813,89339,etc,2.68E-08,
1,0:01:43,1,bd,86865,90292,113383,396229,etc,1.74E-05,
1,14:07:38,0,an,97797,270669,126238,139305,etc,1.34E-07,0.039730757
1,0:33:13,1,ax,9851,327304,91881,157939,etc,2.68E-06,
1,1:03:20,1,bb,54453,354634,106734,201268,etc,3.67E-06,
1,4:00:52,1,as,86818,124068,7005,22435,enchant_scroll,2.14E-07,
1,10:39:27,1,ab,25659,26920,96292,60528,adena,0.026782491,
1,14:30:00,0,as,15212,105047,108382,136321,etc,1.07E-07,0.000841545
1,14:05:13,0,ad,63457,297552,59568,273101,etc,5.36E-08,0.675757713
1,0:17:59,1,ab,83294,297165,53366,338713,accessory,2.68E-08,
1,0:24:03,1,ab,12980,189315,7795,368141,etc,4.29E-07,
1,22:47:24,0,ax,84258,326820,104554,155295,armor,2.68E-08,0.794792802
1,23:05:17,1,ac,108702,308046,23894,180502,adena,0.004820848,
1,17:05:06,0,ah,53558,332783,44578,12486,etc,2.68E-07,0.045812792
1,23:00:39,1,bd,110775,379265,48248,236459,spell,2.14E-07,
1,13:59:22,1,ay,15197,85156,83487,262547,adena,0.294607406,
1,20:26:34,1,aq,61587,133137,46422,156562,etc,2.68E-08,
1,19:05:51,1,ah,94944,113361,72239,388988,weapon,2.68E-08,
1,18:34:24,0,ac,122817,175181,100942,302860,enchant_scroll,2.68E-08,0.014661216
1,22:52:55,1,ae,111606,21481,62705,270266,etc,2.68E-08,
1,12:27:38,1,at,66803,98778,66422,342039,adena,1.017734674,
1,17:35:50,0,as,63746,328997,89998,357055,etc,2.68E-06,0.00371215
1,11:14:42,1,an,103672,328172,76454,363883,etc,4.29E-07,
1,13:23:32,1,ao,24090,163835,10669,109569,accessory,8.03E-08,
1,10:25:49,1,ar,10818,24241,79533,286350,armor,2.68E-08,
1,17:04:17,0,ar,77739,280273,55686,172430,etc,2.68E-07,0.070248463
1,2:06:40,1,ah,28726,370897,119683,47228,etc,9.86E-06,
1,2:42:12,0,bd,12823,240749,26499,158075,etc,5.89E-07,0.002013911
1,11:09:42,1,au,127294,160427,61593,332881,adena,0.053564983,
1,21:39:01,0,ag,124357,165719,23747,148505,enchant_scroll,2.68E-08,0.059297527
1,19:57:40,0,am,29822,41053,711,266218,etc,2.68E-08,0.05329787
1,16:38:42,0,az,27595,254276,45284,334685,etc,1.34E-07,0.069427489
1,22:04:28,1,as,73453,6320,91339,282574,armor,1.61E-07,
1,16:00:42,1,al,93469,379754,37924,216613,weapon,5.36E-08,
1,2:18:25,0,ar,79627,60471,106335,144272,etc,2.01E-06,0.323111326
1,18:42:33,1,an,35134,25240,126928,232444,weapon,2.68E-08,
1,20:27:32,1,af,64082,62753,37847,294397,etc,2.68E-08,
1,12:35:20,1,ac,54931,21076,125945,384769,accessory,2.68E-08,
1,1:22:56,1,ab,29235,211823,113937,198609,accessory,2.68E-08,
1,14:33:24,0,ay,89219,211311,87917,242476,enchant_scroll,2.25E-06,0.277622435
1,1:54:42,1,bc,1858,12017,7717,123642,enchant_scroll,3.21E-07,
1,21:59:04,0,al,76152,164565,115029,249875,spell,1.66E-05,0.162470423
1,21:26:24,0,ae,95225,118930,100311,273764,armor,2.68E-08,0.023853789
1,10:43:27,1,ae,80037,392200,91312,379798,etc,5.36E-06,
1,11:27:41,1,bd,80123,9498,122338,79795,etc,2.68E-08,
1,21:57:44,0,aa,130010,206661,32832,15034,etc,8.03E-08,0.056073567
1,22:04:32,1,au,38430,9219,66706,306212,adena,0.267824914,
1,14:34:59,0,aq,25590,135362,97738,144071,etc,1.34E-07,0.011592287
1,2:18:18,0,at,13130,98340,86870,309432,etc,2.68E-08,0.007947928
1,21:29:26,1,ac,20851,134576,77448,319610,etc,1.34E-06,
1,1:28:43,1,al,93469,379754,56836,25198,accessory,2.68E-08,
1,2:42:48,1,af,84589,64625,111811,346378,weapon,5.36E-08,
1,20:21:33,0,ax,25514,364407,121745,134819,armor,2.68E-08,0.329670704
1,21:20:07,1,ah,36818,160343,75108,48674,adena,0.012052121,
1,21:27:12,1,al,110709,340443,18107,80553,adena,0.026782491,
1,11:42:52,0,ak,67722,208308,81831,47328,etc,1.07E-06,0.002048508
1,15:49:05,0,af,85224,329907,13294,297461,armor,2.68E-08,0.503474311
1,19:43:06,0,as,11738,169692,119972,92672,etc,1.71E-06,0.004709662
1,2:13:26,1,av,104584,214171,94099,195225,spell,1.07E-07,
1,19:32:33,1,al,8714,391402,65975,366488,weapon,2.68E-08,
1,15:09:13,0,bd,17603,301856,86645,219634,enchant_scroll,2.68E-08,0.001604733
1,22:22:44,0,ak,63603,51207,73849,396238,etc,2.14E-07,0.03219341
1,22:52:13,1,bd,27121,110389,19327,369673,adena,0.004017374,
1,4:30:33,0,ae,80315,4894,24698,77118,enchant_scroll,2.68E-08,0.002323507
1,22:53:36,1,ai,33791,192282,10325,290013,adena,9.350960036,
1,1:41:02,0,ay,9954,134654,24046,105378,armor,2.68E-08,0.701381272
1,14:04:37,0,az,67612,234841,36091,137534,enchant_scroll,2.68E-08,0.013843514
1,19:27:22,0,ay,67128,189301,32410,312219,armor,2.68E-08,0.045296644
1,15:38:20,1,ab,91035,376338,86001,153555,etc,3.54E-06,
1,18:20:39,0,az,43962,209689,98735,169082,etc,5.36E-06,2.808535948
1,20:49:22,1,ad,36236,356162,19371,188847,adena,0.9373872,
1,23:56:59,1,bd,37719,320472,72926,197281,adena,0.080347474,
1,11:05:51,0,ar,123205,379687,55870,141960,etc,1.61E-06,0.007876864
1,21:02:04,0,ad,40200,372806,2629,180092,etc,5.36E-08,0.000515774
1,15:01:48,1,bd,7903,272511,56060,386237,adena,0.010980821,
1,16:39:10,1,am,114259,253052,17057,126070,etc,2.68E-08,
1,13:11:39,1,ah,104546,293593,41270,224395,etc,9.37E-06,
1,0:02:41,0,az,53463,122673,123583,220631,etc,2.41E-06,0.007043734
1,9:18:19,1,au,129153,46351,33020,155959,etc,1.07E-07,
1,4:31:49,1,ap,110638,197456,90577,331547,adena,0.522115779,
1,1:24:42,0,au,92247,346050,78321,113756,enchant_scroll,2.68E-08,0.003932728
1,2:53:45,0,ak,68576,347014,112739,193997,etc,1.07E-06,0.942863636
1,18:54:58,0,ai,55399,122440,8867,312126,etc,5.36E-08,0.000263871
1,22:17:40,1,ad,43197,91981,106476,167786,etc,2.68E-08,
1,12:20:27,0,bc,83491,141890,113440,129267,etc,8.03E-07,0.030477966
1,20:46:38,0,ap,37846,261253,79530,67011,enchant_scroll,5.36E-08,0.021358514
1,22:09:47,0,bd,54857,61897,120391,359075,etc,2.68E-08,0.000186262
1,22:59:42,1,av,104961,27833,100243,357642,accessory,2.68E-08,
1,1:00:29,0,ax,9101,318547,53557,241930,etc,3.48E-07,0.002480969
1,21:49:48,0,ac,44757,52154,89116,44731,etc,2.68E-07,0.002261887
1,13:51:18,1,ah,75349,351814,124737,320729,adena,0.246398921,
1,10:20:18,1,aq,118261,199538,17360,66780,adena,0.002678249,
1,16:49:47,0,au,3267,384612,107796,363500,etc,1.34E-07,0.038289845
1,3:03:26,1,au,129387,351932,51853,252978,adena,0.535649829,
1,21:27:52,0,bb,119496,304453,120302,43875,weapon,8.03E-08,0.19664109
1,18:47:40,1,au,84342,307468,115645,356217,etc,1.07E-07,
1,12:28:19,0,ax,58244,371651,119488,152259,enchant_scroll,5.36E-08,0.007968312
1,0:57:12,0,as,85006,265140,76700,341076,enchant_scroll,8.03E-08,0.005778611
1,3:37:46,1,ab,90577,5460,30573,265366,adena,0.133912457,
1,23:39:48,0,al,26086,371194,80047,248804,etc,8.03E-06,0.013436674
1,23:28:04,1,ao,103513,208774,6720,166030,spell,1.66E-06,
1,19:00:02,0,bd,115395,11715,40493,89768,etc,5.89E-07,0.0018514
1,19:36:33,0,al,47116,278286,15523,257068,etc,0.00021426,0.005236282
1,10:26:39,1,ar,41155,137797,15670,233303,spell,2.14E-07,
1,0:51:01,0,ay,67302,244003,38474,41769,spell,1.18E-06,0.013568703
1,20:16:11,1,ac,107060,376582,116052,33714,weapon,2.68E-08,
1,19:41:37,0,ah,46907,61932,31857,98290,enchant_scroll,5.36E-08,0.055827836
1,3:29:40,0,ay,774,134415,9953,195981,etc,1.34E-06,0.705958343
1,12:58:20,0,an,120516,131750,30355,10294,enchant_scroll,8.03E-07,0.114068663
1,15:29:45,0,aa,73659,67936,12611,250863,armor,2.68E-08,0.013195057
1,16:14:54,0,bd,4549,256731,122279,284845,etc,2.14E-07,0.000416097
1,23:58:43,0,aq,75015,163473,104006,386059,etc,2.68E-08,0.159732034
1,1:19:02,0,bd,34138,120432,37115,6791,etc,2.95E-07,0.001220895
1,19:36:00,0,az,28432,167557,43124,60107,etc,2.23E-05,0.01791463
1,10:41:57,1,ae,80037,392200,91312,379798,accessory,1.34E-07,
1,0:24:05,0,ay,14070,6074,9045,26078,enchant_scroll,5.36E-08,0.00815046
1,17:57:45,0,af,10642,23844,88465,287894,etc,5.36E-08,0.750833093
1,16:22:22,0,au,83942,269884,9074,146148,armor,2.68E-08,0.987479377
1,19:42:35,1,bc,12107,344042,52764,307658,adena,0.709441308,
1,17:09:23,0,ar,59264,87930,26737,332549,enchant_scroll,2.14E-07,0.028425531
1,17:33:42,1,bb,111181,238002,14899,54673,etc,2.41E-05,
1,0:43:21,0,af,87002,232276,27814,139794,etc,9.64E-07,0.834267636
1,0:53:28,0,bd,15309,219711,81660,56377,etc,2.68E-08,0.020970374
1,9:24:44,1,ac,112351,324319,110149,173032,adena,0.026782491,
1,22:54:30,1,bc,77467,64238,4687,223030,etc,1.07E-07,
1,18:49:57,1,aj,1454,129565,37558,220915,etc,2.68E-08,
1,1:21:04,1,au,2242,195931,104247,194005,adena,0.227597237,
1,17:17:03,1,au,2806,19250,106880,43819,armor,2.68E-08,
1,2:25:11,1,bd,103184,170423,41579,33974,adena,0.072312727,
1,2:17:06,1,bc,73210,100612,70180,320635,adena,0.022765118,
1,16:27:39,1,ak,125207,213297,33800,28705,adena,0.012989508,
1,19:57:07,0,af,39071,5769,66543,310560,etc,6.70E-05,0.384773221
1,23:51:02,1,ar,35400,71335,64915,171358,adena,0.001339125,
1,22:08:22,0,ag,106728,40658,47149,354313,etc,8.03E-08,0.001711142
1,11:13:51,1,bb,2562,372759,71795,39146,accessory,8.03E-08,
1,21:13:08,0,ar,15088,82888,120428,152860,etc,2.68E-08,0.266437924
1,17:35:57,0,bd,52260,372886,56226,331765,etc,1.61E-07,0.001085593
1,22:54:12,1,bc,56766,42146,50816,149906,adena,0.160694949,
1,2:18:38,1,al,103198,129943,102620,234408,adena,0.133912457,
1,16:55:58,1,at,29095,210361,48510,59684,armor,2.68E-08,
1,13:58:13,1,bd,76328,151056,83624,27231,adena,0.013391246,
1,18:46:28,0,am,88485,247774,34391,33421,armor,5.36E-08,1.202474757
1,2:05:55,0,at,51620,230126,114107,376467,enchant_scroll,2.68E-08,0.054178127
1,23:06:52,1,ay,8678,312407,89480,218302,adena,0.001710223,
1,18:05:07,0,ar,122554,257887,47263,381704,armor,2.68E-08,1.908122289
1,23:09:45,0,ax,7193,292911,16750,35048,accessory,2.68E-08,0.139182245
1,16:58:17,1,ac,38665,12264,44623,212845,accessory,2.68E-08,
1,15:42:42,1,af,92563,118996,93027,358068,accessory,2.68E-08,
1,19:48:40,0,bd,121226,190561,114356,263448,etc,5.36E-08,9.93E-05
1,2:27:04,1,al,5275,121108,107474,255429,etc,2.73E-05,
1,15:09:22,0,aq,67550,367407,122831,123888,etc,2.68E-06,2.384378406
1,22:45:38,1,ab,98581,253325,48620,185316,accessory,5.36E-08,
1,20:02:09,0,at,21227,223182,84812,189544,etc,2.44E-05,0.091145903
1,14:27:01,1,aa,35538,294500,115333,258313,weapon,5.36E-08,
1,1:40:23,1,as,76678,281847,25242,382960,weapon,2.68E-08,
1,19:45:12,1,at,126164,350600,81900,311251,armor,2.68E-08,
1,14:59:50,1,aa,22394,142926,63449,43204,adena,0.002678249,
1,22:21:19,1,az,232,69843,39315,384052,adena,0.002678249,
1,22:27:19,0,ay,49351,330299,44160,102756,etc,1.23E-06,0.636079038
1,21:17:46,1,bd,47275,197806,104972,170934,etc,8.03E-08,
1,20:06:02,0,an,33358,277865,69864,367344,armor,2.68E-08,0.000959829
1,22:12:25,0,ad,24493,151333,8166,175150,etc,8.03E-08,0.00503721
1,12:47:55,1,al,104555,344034,67833,147458,armor,1.87E-07,
1,22:02:23,1,ab,80368,37154,7691,229513,etc,6.70E-07,
1,13:41:46,0,an,37206,332356,16591,184526,etc,2.68E-08,0.007789156
